steps,values,std_values,n_values
601,122400,122400,0.04022817436243775
602,122400,122400,0.04022817436243775
603,122400,122400,0.04022817436243775
604,122400,122400,0.04022817436243775
605,122400,122400,0.04022817436243775
606,122400,122400,0.04022817436243775
607,122400,122400,0.04022817436243775
608,122400,122400,0.04022817436243775
609,122400,122400,0.04022817436243775
610,122400,122400,0.04022817436243775
611,122400,122400,0.04022817436243775
612,122400,122400,0.04022817436243775
613,122400,122400,0.04022817436243775
614,122400,122400,0.04022817436243775
615,122400,122400,0.04022817436243775
616,122400,122400,0.04022817436243775
617,122400,122400,0.04022817436243775
618,122400,122400,0.04022817436243775
619,122400,122400,0.04022817436243775
620,122400,122400,0.04022817436243775
621,122400,122400,0.04022817436243775
622,122400,122400,0.04022817436243775
623,122400,122400,0.04022817436243775
624,122400,122400,0.04022817436243775
625,122400,122400,0.04022817436243775
626,122400,122400,0.04022817436243775
627,122400,122400,0.04022817436243775
628,122400,122400,0.04022817436243775
629,122400,122400,0.04022817436243775
630,122400,122400,0.04022817436243775
631,122400,122400,0.04022817436243775
632,122400,122400,0.04022817436243775
633,122400,122400,0.04022817436243775
634,122400,122400,0.04022817436243775
635,122400,122400,0.04022817436243775
636,122400,122400,0.04022817436243775
637,122400,122400,0.04022817436243775
638,122400,122400,0.04022817436243775
639,122400,122400,0.04022817436243775
