steps,values,std_values,n_values
388,1332,1332,0.017475684724041703
389,945,945,0.01239828983800256
390,1075,1075,0.014103874683442066
391,947,947,0.012424529604855475
392,1136,1136,0.014904187572455986
393,1154,1154,0.015140345474132226
394,899,899,0.011794775200385504
395,1213,1213,0.015914418596293233
396,1025,1025,0.01344788051211918
397,1080,1080,0.014169474100574354
398,1049,1049,0.013762757714354165
399,993,993,0.01302804424247253
400,630,630,0.008265526558668372
401,1193,1193,0.015652020927764076
402,862,862,0.011309339513606567
403,1087,1087,0.014261313284559558
404,1001,1001,0.013133003309884192
405,1236,1236,0.01621617591510176
406,889,889,0.011663576366120927
407,1106,1106,0.014510591069662255
408,1104,1104,0.01448435130280934
409,981,981,0.012870605641355039
410,1219,1219,0.01599313789685198
411,1083,1083,0.014208833750853727
412,1180,1180,0.015481462443220127
413,694,694,0.009105199097961668
414,1219,1219,0.01599313789685198
415,1075,1075,0.014103874683442066
416,1162,1162,0.015245304541543887
417,1042,1042,0.01367091853036896
418,1087,1087,0.014261313284559558
419,1316,1316,0.01726576658921838
420,661,661,0.008672242944888563
421,1281,1281,0.016806570669292357
422,974,974,0.012778766457369833
423,838,838,0.010994462311371581
424,895,895,0.011742295666679673
425,1136,1136,0.014904187572455986
426,1952,1952,0.025610012448445497
427,1530,1530,0.020073421642480334
428,1874,1874,0.024586661541181797
429,1740,1740,0.02282859716203646
430,2069,2069,0.027145038809341052
431,1989,1989,0.026095448135224436
432,1925,1925,0.02525577559593114
433,2065,2065,0.02709255927563522
434,1900,1900,0.024927778510269696
435,1998,1998,0.026213527086062553
436,1249,1249,0.016386734399645712
437,1852,1852,0.024298024105799725
438,2059,2059,0.027013839975076476
439,1808,1808,0.023720749235035584
440,2163,2163,0.02837830785142808
441,1084,1084,0.014221953634280185
442,2375,2375,0.03115972313783712
443,1782,1782,0.023379632265947685
444,1666,1666,0.021857725788478586
445,1604,1604,0.021044293016038208
446,1089,1089,0.014287553051412473
447,2922,2922,0.0383362993721095
448,1852,1852,0.024298024105799725
449,2502,2502,0.032825948332997255
450,970,970,0.012726286923664003
451,1109,1109,0.014549950719941628
452,1116,1116,0.014641789903926831
453,897,897,0.011768535433532588
454,1230,1230,0.016137456614543015
455,1008,1008,0.013224842493869397
456,1085,1085,0.014235073517706642
457,861,861,0.01129621963018011
458,1246,1246,0.016347374749366338
459,684,684,0.008974000263697091
460,1046,1046,0.01372339806407479
461,1131,1131,0.014838588155323698
462,1103,1103,0.014471231419382882
463,1004,1004,0.013172362960163567
464,1182,1182,0.015507702210073042
465,824,824,0.010810783943401174
466,1307,1307,0.01714768763838026
467,1017,1017,0.013342921444707516
468,1200,1200,0.015743860111749282
469,1068,1068,0.01401203549945686
470,1171,1171,0.015363383492382008
471,1280,1280,0.0167934507858659
472,619,619,0.008121207840977338
473,1191,1191,0.01562578116091116
474,1049,1049,0.013762757714354165
475,1112,1112,0.014589310370221
476,1053,1053,0.013815237248059995
477,1066,1066,0.013985795732603945
478,1306,1306,0.0171345677549538
479,686,686,0.009000240030550007
480,1331,1331,0.017462564840615244
481,1092,1092,0.014326912701691846
482,1277,1277,0.016754091135586527
483,1140,1140,0.014956667106161819
484,1104,1104,0.01448435130280934
485,1065,1065,0.013972675849177487
486,1020,1020,0.01338228109498689
487,1128,1128,0.014799228505044325
488,1044,1044,0.013697158297221875
